Year,Month,Day,Max Temp (F),Min Temp (F)
2012,1,11,66,37
2012,1,12,65,37
2012,1,13,68,37
2012,1,14,63,36
2012,1,15,57,36
2012,1,16,52,32
2012,1,17,52,29
2012,1,18,56,31
2012,1,19,52,35
2012,1,20,59,50
2012,1,21,58,41
2012,1,22,56,41
2012,1,23,59,50
2012,1,24,61,48
2012,1,25,66,43
2012,1,26,67,53
2012,1,27,66,48
2012,1,28,67,37
2012,1,29,65,39
2012,1,30,62,43
2012,1,31,60,48
2012,2,1,59,45
2012,2,2,68,39
2012,2,3,65,38
2012,2,4,67,39
2012,2,5,68,41
2012,2,6,72,45
2012,2,7,62,53
2012,2,8,66,49
2012,2,9,71,45
2012,2,10,69,45
2012,2,11,59,49
2012,2,12,63,43
2012,2,13,53,46
2012,2,14,61,41
2012,2,15,59,43
2012,2,16,66,42
2012,2,17,65,39
2012,2,18,62,43
2012,2,19,59,39
2012,2,20,61,46
2012,2,21,66,48
2012,2,22,77,45
2012,2,23,74,45
2012,2,24,75,51
2012,2,25,61,45
2012,2,26,60,40
2012,2,27,55,39
2012,2,28,57,36
2012,3,1,58,40
2012,3,2,65,39
2012,3,3,71,39
2012,3,4,75,42
2012,3,5,69,45
2012,3,6,57,45
2012,3,7,64,38
2012,3,8,71,37
2012,3,9,74,41
2012,3,10,63,43
2012,3,11,61,45
2012,3,12,64,40
2012,3,13,58,53
2012,3,14,62,55
2012,3,15,68,57
2012,3,16,62,49
2012,3,17,52,43
2012,3,18,55,43
2012,3,19,59,39
2012,3,20,69,50
2012,3,21,73,47
2012,3,22,60,45
2012,3,23,67,39
2012,3,24,54,45
2012,3,25,59,42
2012,3,26,61,39
2012,3,27,63,47
2012,3,28,68,52
2012,3,29,69,47
2012,3,30,71,50
2012,3,31,60,47
2012,4,1,60,47
2012,4,2,68,45
2012,4,3,67,47
2012,4,4,61,46
2012,4,5,59,41
2012,4,6,63,38
2012,4,7,71,39
2012,4,8,71,42
2012,4,9,73,43
2012,4,10,57,52
2012,4,11,62,49
2012,4,12,64,49
2012,4,13,59,47
2012,4,14,66,49
2012,4,15,68,46
2012,4,16,69,46
2012,4,17,70,51
2012,4,18,71,49
2012,4,19,75,57
2012,4,20,88,57
2012,4,21,91,57
2012,4,22,79,57
2012,4,23,69,56
2012,4,24,77,58
2012,4,25,75,58
2012,4,26,64,50
2012,4,27,69,49
2012,4,28,75,50
